,종목코드,종목명,현재가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,시가총액비중,상장주식수
600,16590,신대양제지,"86,700",,-2.1,"88,200","88,300","86,100","31,828","2,759,569,700","349,382,099,400",0.02,"4,029,782"
601,16600,큐캐피탈,667,,-2.1,685,685,661,"234,208","156,871,873","93,378,880,774",0.01,"139,998,322"
602,16610,DB금융투자,"5,050",,-0.6,"5,080","5,110","4,995","54,372","274,297,290","214,354,264,450",0.01,"42,446,389"
603,16670,포비스티앤씨,"1,930",,2.4,"1,900","1,935","1,870","880,277","1,675,768,815","77,350,651,940",0,"40,078,058"
604,16710,대성홀딩스,"7,410",,0.1,"7,370","7,450","7,370","13,958","103,325,410","119,222,891,190",0.01,"16,089,459"
605,16740,두올,"3,685",,2.6,"3,590","3,700","3,565","971,455","3,549,034,380","99,740,715,800",0.01,"27,066,680"
606,16790,현대사료,"17,700",,1.1,"17,400","18,600","17,400","117,746","2,136,968,300","108,863,602,200",0.01,"6,150,486"
607,16800,퍼시스,"34,750",,-1,"35,100","35,500","34,450","3,395","118,257,900","399,625,000,000",0.02,"11,500,000"
608,16880,웅진,"2,300",,-1.3,"2,315","2,340","2,295","182,341","420,641,400","170,583,336,400",0.01,"74,166,668"
609,16920,카스,"1,805",,-1.1,"1,815","1,815","1,765","281,545","504,321,950","38,760,772,160",0,"21,474,112"
610,17000,신원종합개발,"4,695",,-0.1,"4,695","4,700","4,605","26,397","122,708,535","47,269,386,765",0,"10,068,027"
611,17040,광명전기,"2,615",,0.2,"2,600","2,625","2,590","188,597","491,400,970","113,327,863,225",0.01,"43,337,615"
612,17180,명문제약,"5,630",,2.2,"5,510","5,690","5,510","414,187","2,326,095,370","138,160,200,000",0.01,"24,540,000"
613,17250,인터엠,"3,230",,1.4,"3,165","3,235","3,165","111,970","358,311,800","67,976,858,410",0,"21,045,467"
614,17370,우신시스템,"6,200",,8.8,"5,700","6,260","5,700","93,083","559,072,710","113,547,134,800",0.01,"18,314,054"
615,17390,서울가스,"82,300",,-0.2,"82,500","82,500","82,100",606,"49,899,600","411,500,000,000",0.02,"5,000,000"
616,17480,삼현철강,"4,760",,0,"4,740","4,780","4,740","22,758","108,194,610","74,745,756,400",0,"15,702,890"
617,17510,세명전기,"6,290",,0.3,"6,270","6,320","6,240","57,480","360,473,700","95,897,340,000",0.01,"15,246,000"
618,17550,수산중공업,"1,660",,0,"1,665","1,665","1,645","185,035","305,974,450","89,615,370,580",0.01,"53,985,163"
619,17650,대림제지,"1,830",,-0.5,"1,850","1,855","1,815","133,655","243,618,900","82,350,000,000",0,"45,000,000"
620,17670,SK텔레콤,"246,500",,1,"244,000","246,500","244,000","132,643","32,573,728,000","19,903,817,761,500",1.14,"80,745,711"
621,17680,데코앤이,182,,0,0,0,0,0,0,"21,236,655,804",0,"116,684,922"
622,17800,현대엘리베이,"92,400",,-0.1,"93,000","94,200","92,400","369,478","34,377,127,800","2,509,423,778,400",0.14,"27,158,266"
623,17810,풀무원,"98,300",,-0.4,"99,500","100,500","98,100","5,718","567,151,900","374,434,038,500",0.02,"3,809,095"
624,17890,한국알콜,"8,230",,1,"8,110","8,240","8,040","171,709","1,398,397,240","177,815,404,800",0.01,"21,605,760"
625,17900,광전자,"2,695",,0.2,"2,680","2,740","2,655","255,715","691,863,455","156,158,441,285",0.01,"57,943,763"
626,17940,E1,"64,900",,1.2,"64,100","65,400","63,400","16,978","1,096,363,900","445,214,000,000",0.03,"6,860,000"
627,17960,한국카본,"8,050",,-1.5,"8,130","8,150","8,040","233,537","1,882,962,090","353,884,093,850",0.02,"43,960,757"
628,18000,유니슨,"1,335",,-2.2,"1,355","1,370","1,320","945,788","1,261,304,555","124,956,809,010",0.01,"93,600,606"
629,18120,진로발효,"29,100",,0.2,"29,000","29,100","29,000",904,"26,291,750","218,948,400,000",0.01,"7,524,000"
630,18250,애경산업,"46,400",,-1.5,"46,900","46,950","46,250","190,110","8,825,188,300","1,220,279,864,000",0.07,"26,299,135"
631,18260,삼성에스디에스,"235,000",,0.9,"233,000","237,000","233,000","69,406","16,340,061,000","18,183,783,000,000",1.05,"77,377,800"
632,18290,지엠피,"9,690",,3.1,"9,290","9,700","9,290","672,879","6,420,622,340","263,566,720,920",0.02,"27,199,868"
633,18310,삼목에스폼,"14,400",,-2.4,"14,850","14,850","14,350","40,747","590,005,900","211,680,000,000",0.01,"14,700,000"
634,18470,조일알미늄,936,,0.3,933,937,928,"27,747","25,900,073","65,145,600,000",0,"69,600,000"
635,18500,동원금속,850,,-0.4,850,859,834,"191,203","162,285,379","39,741,693,050",0,"46,754,933"
636,18620,우진비앤지,"2,025",,6.9,"2,265","2,350","2,005","7,752,385","16,932,988,920","52,583,201,325",0,"25,967,013"
637,18670,SK가스,"92,700",,0.2,"92,500","92,800","91,100","16,352","1,508,861,400","839,321,280,900",0.05,"9,054,167"
638,18680,서울제약,"8,240",,0.4,"8,200","8,320","8,200","29,655","244,802,060","69,920,511,760",0,"8,485,499"
639,18700,바른손,"2,405",,-4.6,"2,440","2,470","2,365","401,992","962,700,240","39,483,762,825",0,"16,417,365"
640,18880,한온시스템,"12,150",,-0.4,"12,150","12,200","12,000","642,142","7,761,300,500","6,485,670,000,000",0.37,"533,800,000"
641,19010,그랜드백화점,"21,350",,6.8,"20,000","21,500","19,800","10,353","212,744,150","102,907,000,000",0.01,"4,820,000"
642,19170,신풍제약,"8,070",,4.8,"7,700","8,090","7,600","1,597,989","12,730,846,830","427,588,869,300",0.02,"52,984,990"
643,19175,신풍제약우,"6,450",,2.5,"6,210","6,460","6,150","13,929","88,653,250","14,190,000,000",0,"2,200,000"
644,19180,티에이치엔,"2,615",,-1.3,"2,650","2,710","2,615","84,612","224,276,885","47,070,000,000",0,"18,000,000"
645,19210,와이지-원,"11,400",,1.8,"11,200","11,550","11,100","95,319","1,077,490,450","347,772,937,200",0.02,"30,506,398"
646,19440,세아특수강,"15,700",,1.3,"15,500","15,750","15,400","11,798","184,422,300","134,549,000,000",0.01,"8,570,000"
647,19490,하이트론,"3,695",,-0.9,"3,710","3,710","3,525","11,568","42,091,975","20,436,065,825",0,"5,530,735"
648,19540,일지테크,"3,245",,-1.5,"3,305","3,305","3,215","57,966","188,196,295","43,851,307,500",0,"13,513,500"
649,19550,SBI인베스트먼트,880,,-0.6,885,889,877,"608,730","536,954,525","142,618,586,000",0.01,"162,066,575"
650,19570,제미니투자,850,,-6.5,917,917,843,"1,151,029","991,438,801","44,935,103,800",0,"52,864,828"
651,19590,엠벤처투자,"1,160",,0,0,0,0,0,0,"69,764,928,800",0,"60,142,180"
652,19660,글로본,"3,390",,0.3,"3,385","3,425","3,330","102,504","344,773,940","96,694,444,650",0.01,"28,523,435"
653,19680,대교,"6,230",,1,"6,200","6,250","6,190","53,447","332,598,940","527,698,755,500",0.03,"84,702,850"
654,19685,대교우B,"4,465",,0.2,"4,460","4,465","4,455","1,340","5,974,820","86,741,510,350",0,"19,426,990"
655,19770,서연탑메탈,"3,340",,1.2,"3,355","3,355","3,285","34,465","113,873,715","38,911,000,000",0,"11,650,000"
656,19990,에너토크,"5,010",,0.2,"5,000","5,050","4,940","77,225","384,705,435","48,878,000,880",0,"9,756,088"
657,20000,한섬,"44,950",,1.2,"44,500","45,250","44,500","62,037","2,791,534,550","1,107,118,500,000",0.06,"24,630,000"
658,20120,키다리스튜디오,"2,730",,-0.7,"2,750","2,755","2,715","23,405","63,812,930","43,222,858,770",0,"15,832,549"
659,20150,일진머티리얼즈,"37,950",,-1.2,"38,400","38,400","37,150","280,929","10,599,714,900","1,749,906,188,250",0.1,"46,110,835"
660,20180,대신정보통신,"1,455",,-1.7,"1,565","1,570","1,430","4,263,123","6,409,094,545","55,914,071,325",0,"38,428,915"
661,20400,대동금속,"59,500",,0,"60,000","60,500","59,200",371,"22,244,800","28,560,000,000",0,"480,000"
662,20560,아시아나항공,"3,830",,3.6,"3,700","3,890","3,665","3,382,502","12,895,510,915","786,051,176,020",0.05,"205,235,294"
663,20710,시공테크,"6,540",,0.2,"6,490","6,540","6,460","3,434","22,363,600","131,113,723,800",0.01,"20,047,970"
664,20760,일진디스플,"3,685",,-0.1,"3,640","3,690","3,595","139,448","507,948,605","104,338,711,400",0.01,"28,314,440"
665,21040,대호피앤씨,"1,070",,0.9,"1,055","1,085","1,050","465,382","496,420,435","78,230,723,820",0,"73,112,826"
666,21045,대호피앤씨우,"1,490",,0.3,"1,485","1,490","1,450","20,059","29,401,800","6,321,274,340",0,"4,242,466"
667,21050,서원,"1,160",,-0.8,"1,165","1,165","1,145","49,051","56,527,535","55,070,524,400",0,"47,474,590"
668,21080,에이티넘인베스트,"2,570",,0.2,"2,570","2,595","2,550","562,342","1,445,780,790","123,360,000,000",0.01,"48,000,000"
669,21240,웅진코웨이,"93,000",,1.5,"91,700","93,300","91,000","250,004","23,155,663,800","6,863,364,567,000",0.39,"73,799,619"
670,21320,KCC건설,"7,850",,-0.1,"7,860","7,860","7,750","30,120","234,588,530","167,990,000,000",0.01,"21,400,000"
671,21650,한국큐빅,"2,845",,-0.7,"2,865","2,865","2,795","46,007","129,669,730","46,517,351,735",0,"16,350,563"
672,21820,세원정공,"8,110",,2.5,"7,980","8,280","7,820","11,267","90,104,570","81,100,000,000",0,"10,000,000"
673,21880,메이슨캐피탈,462,,0,462,469,449,"532,693","241,806,782","45,823,196,496",0,"99,184,408"
674,22100,포스코 ICT,"6,000",,0,"5,960","6,030","5,950","165,344","991,113,460","912,208,374,000",0.05,"152,034,729"
675,22220,정산애강,"2,310",,0,"2,290","2,315","2,285","115,603","265,338,160","119,645,477,490",0.01,"51,794,579"
676,23000,삼원강재,"2,995",,0.3,"2,985","3,005","2,975","6,369","18,985,165","119,800,000,000",0.01,"40,000,000"
677,23150,MH에탄올,"6,800",,0.4,"6,720","6,800","6,710","5,753","39,068,890","50,173,976,800",0,"7,378,526"
678,23160,태광,"11,850",,-1.2,"11,950","12,000","11,750","66,824","790,913,250","314,025,000,000",0.02,"26,500,000"
679,23350,한국종합기술,"5,190",,-0.4,"5,200","5,320","5,150","53,448","279,103,480","56,830,500,000",0,"10,950,000"
680,23410,유진기업,"7,290",,0.6,"7,220","7,310","7,150","441,943","3,190,938,860","563,596,191,270",0.03,"77,310,863"
681,23440,제일제강,"1,815",,-0.6,"1,810","1,840","1,780","150,683","271,428,650","53,528,693,295",0,"29,492,393"
682,23450,동남합성,"23,750",,1.5,"23,400","23,800","23,300",160,"3,770,800","86,017,465,000",0,"3,621,788"
683,23460,CNH,"1,400",,0,"1,395","1,405","1,390","18,365","25,669,010","52,080,000,000",0,"37,200,000"
684,23530,롯데쇼핑,"179,500",,0.3,"179,500","180,000","178,000","119,241","21,337,885,000","5,077,831,522,500",0.29,"28,288,755"
685,23590,다우기술,"23,050",,-1.1,"23,200","23,250","22,700","82,026","1,882,777,400","1,034,175,521,850",0.06,"44,866,617"
686,23600,삼보판지,"10,600",,1.4,"10,450","10,650","10,300","171,618","1,802,149,750","155,820,000,000",0.01,"14,700,000"
687,23760,한국캐피탈,730,,0,730,740,714,"199,743","144,264,577","122,792,990,480",0.01,"168,209,576"
688,23770,플레이위드,"6,800",,-2.2,"6,780","7,000","6,750","8,328","56,779,620","24,888,455,600",0,"3,660,067"
689,23790,동일철강,"4,395",,-1.2,"4,450","4,450","4,355","2,137","9,356,255","32,281,648,575",0,"7,345,085"
690,23800,인지컨트롤스,"7,510",,0.9,"7,360","7,550","7,350","84,941","632,822,890","113,852,561,280",0.01,"15,160,128"
691,23810,인팩,"5,360",,1.1,"5,300","5,540","5,230","55,519","299,585,500","53,600,000,000",0,"10,000,000"
692,23890,아트라스BX,"61,700",,-0.5,"62,000","62,000","61,100","3,921","241,764,500","564,555,000,000",0.03,"9,150,000"
693,23900,풍국주정,"18,500",,1.4,"18,200","18,700","18,100","79,432","1,466,034,000","233,100,000,000",0.01,"12,600,000"
694,23910,대한약품,"39,450",,-0.5,"39,950","39,950","38,950","22,850","896,745,300","236,700,000,000",0.01,"6,000,000"
695,23960,에쓰씨엔지니어링,"1,625",,-1.5,"1,660","1,660","1,595","76,296","123,360,615","40,651,953,875",0,"25,016,587"
696,24060,흥구석유,"3,795",,1.5,"3,730","3,990","3,690","1,234,377","4,744,361,455","56,925,000,000",0,"15,000,000"
697,24070,WISCOM,"2,685",,0.6,"2,685","2,685","2,655","23,424","62,445,605","40,344,595,200",0,"15,025,920"
698,24090,디씨엠,"11,200",,0.9,"11,100","11,200","11,050",573,"6,371,000","131,040,000,000",0.01,"11,700,000"
699,24110,기업은행,"14,550",,0.7,"14,350","14,600","14,250","590,958","8,537,867,750","8,365,440,932,700",0.48,"574,944,394"
700,24120,KB오토시스,"6,410",,0.2,"6,400","6,430","6,310","4,202","26,787,640","73,715,000,000",0,"11,500,000"
701,24720,한국콜마홀딩스,"36,900",,-0.3,"36,600","37,100","36,550","14,015","517,007,050","661,947,845,400",0.04,"17,938,966"
702,24740,한일단조,"1,540",,0.3,"1,530","1,550","1,505","310,682","475,301,015","46,032,645,120",0,"29,891,328"
703,24800,유성티엔에스,"3,150",,0.2,"3,145","3,185","3,100","21,022","66,144,765","85,722,777,000",0,"27,213,580"
704,24810,이화전기,252,,0.4,250,253,249,"4,147,205","1,038,976,455","151,712,306,676",0.01,"602,032,963"
705,24830,세원물산,"5,950",,0.2,"5,940","5,970","5,900","2,000","11,885,500","49,682,500,000",0,"8,350,000"
706,24840,갑을메탈,"2,135",,0.5,"2,115","2,135","2,100","106,565","226,090,960","70,350,060,480",0,"32,950,848"
707,24850,피에스엠씨,898,,0.6,890,910,880,"130,136","116,303,322","34,776,128,498",0,"38,726,201"
708,24880,케이피에프,"6,000",,1.9,"5,840","6,010","5,660","511,937","3,010,189,260","95,138,934,000",0.01,"15,856,489"
709,24890,대원화성,"1,845",,0,"1,850","1,860","1,825","80,744","148,672,820","76,104,685,440",0,"41,249,152"
710,24900,덕양산업,"1,395",,0.7,"1,390","1,400","1,370","152,396","211,370,780","45,428,147,100",0,"32,564,980"
711,24910,경창산업,"1,490",,-3.9,"1,535","1,540","1,460","1,146,499","1,704,045,500","53,370,317,450",0,"35,819,005"
712,24940,PN풍년,"2,505",,0.6,"2,490","2,525","2,480","28,016","69,744,190","25,050,000,000",0,"10,000,000"
713,24950,삼천리자전거,"7,780",,-0.5,"7,870","8,010","7,780","95,901","756,548,930","103,268,429,060",0.01,"13,273,577"
714,25000,KPX케미칼,"59,300",,-0.3,"59,800","59,900","58,000","2,663","157,142,400","287,012,000,000",0.02,"4,840,000"
715,25320,시노펙스,"3,050",,-0.3,"3,050","3,125","3,020","1,161,926","3,574,091,170","213,948,038,900",0.01,"70,146,898"
716,25440,대성엘텍,878,,-1.1,875,898,875,"109,058","96,526,775","87,502,659,154",0.01,"99,661,343"
717,25530,SJM홀딩스,"3,245",,0.9,"3,250","3,260","3,215","3,557","11,529,240","48,460,855,960",0,"14,934,008"
718,25540,한국단자,"63,500",,-0.3,"63,000","64,200","62,600","22,563","1,435,105,900","661,352,500,000",0.04,"10,415,000"
719,25550,한국선재,"2,900",,0.5,"2,870","2,900","2,870","70,371","202,975,200","71,114,536,600",0,"24,522,254"
720,25560,미래산업,163,,-1.2,164,166,163,"1,626,751","265,969,556","103,475,399,200",0.01,"634,818,400"
721,25620,제이준코스메틱,"10,350",,-1.4,"10,450","10,450","10,300","221,252","2,294,253,850","274,525,304,400",0.02,"26,524,184"
722,25750,한솔홈데코,"1,480",,2.1,"1,440","1,505","1,440","1,220,932","1,806,062,125","119,236,420,520",0.01,"80,565,149"
723,25770,한국정보통신,"9,270",,0.2,"9,300","9,300","9,210","17,983","166,171,260","359,794,127,610",0.02,"38,812,743"
724,25820,이구산업,"1,855",,0.3,"1,835","1,870","1,830","61,269","113,148,970","62,034,910,000",0,"33,442,000"
725,25860,남해화학,"11,650",,0.9,"11,500","11,700","11,400","130,003","1,505,798,250","578,758,520,950",0.03,"49,678,843"
726,25870,신라에스지,"4,940",,0.4,"4,985","4,985","4,910","10,154","50,174,235","19,760,000,000",0,"4,000,000"
727,25880,케이씨피드,"2,510",,0,"2,510","2,560","2,460","96,684","242,388,830","41,956,803,580",0,"16,715,858"
728,25890,한국주강,"1,930",,4,"1,855","2,090","1,850","180,762","355,860,790","21,826,869,870",0,"11,309,259"
729,25900,동화기업,"18,950",,0.5,"18,700","19,000","18,500","10,282","192,792,300","272,060,526,200",0.02,"14,356,756"
730,25950,동신건설,"5,920",,0.3,"5,900","5,930","5,830","15,290","89,887,240","49,728,000,000",0,"8,400,000"
731,25980,아난티,"16,450",,2.8,"16,200","16,650","16,050","5,056,587","82,838,903,600","1,354,179,051,750",0.08,"82,320,915"
732,26040,제이에스티나,"6,210",,0.8,"6,250","6,250","6,140","49,698","307,456,060","102,488,535,900",0.01,"16,503,790"
733,26150,특수건설,"5,990",,0.7,"5,950","6,040","5,920","142,497","852,576,390","89,818,935,860",0.01,"14,994,814"
734,26180,현대정보기술,"2,310",,0.9,"2,305","2,315","2,225","267,410","612,541,690","137,530,920,450",0.01,"59,537,195"
735,26890,디피씨,"7,760",,-4.8,"8,150","8,230","7,710","4,587,974","36,340,446,120","323,422,638,000",0.02,"41,678,175"
736,26910,광진실업,"3,610",,1.8,"3,560","3,730","3,540","338,335","1,226,857,680","23,123,512,050",0,"6,405,405"
737,26940,부국철강,"3,100",,0.3,"3,090","3,130","3,040","63,310","196,527,265","62,000,000,000",0,"20,000,000"
738,26960,동서,"19,850",,0.5,"19,700","20,350","19,700","124,904","2,491,166,400","1,979,045,000,000",0.11,"99,700,000"
739,27040,서울전자통신,"1,540",,1.3,"1,510","1,560","1,500","606,053","924,205,670","107,166,824,380",0.01,"69,588,847"
740,27050,코리아나,"5,020",,-0.2,"5,040","5,060","4,960","161,853","810,762,895","200,800,000,000",0.01,"40,000,000"
741,27360,아주IB투자,"1,515",,0,"1,515","1,585","1,495","3,350,948","5,163,047,160","179,851,785,750",0.01,"118,714,050"
742,27390,한화갤러리아타임월드,"38,150",,-0.4,"38,800","38,900","37,550","54,331","2,079,460,550","228,904,997,650",0.01,"6,000,131"
743,27410,BGF,"8,540",,2.4,"8,350","8,600","8,320","201,680","1,709,827,590","814,452,788,660",0.05,"95,369,179"
744,27580,상보,"2,065",,-2.1,"2,105","2,290","2,045","1,099,013","2,374,297,995","58,522,130,975",0,"28,340,015"
745,27710,팜스토리,"1,275",,2.4,"1,255","1,280","1,230","1,692,991","2,122,487,700","112,642,974,525",0.01,"88,347,431"
746,27740,마니커,866,,5,831,895,829,"17,434,705","15,085,744,288","137,237,266,404",0.01,"158,472,594"
747,27830,대성창투,"2,060",,-1,"2,090","2,100","2,050","431,014","891,385,035","82,400,000,000",0,"40,000,000"
748,27970,세하,"1,475",,-0.3,"1,480","1,480","1,455","35,466","52,078,530","43,605,420,575",0,"29,562,997"
749,28040,미래SCI,"1,790",,-3.2,"1,835","1,835","1,780","676,245","1,219,523,485","56,669,785,420",0,"31,659,098"
750,28050,삼성엔지니어링,"16,700",,-0.3,"16,700","16,800","16,600","769,639","12,844,170,200","3,273,200,000,000",0.19,"196,000,000"
751,28080,휴맥스홀딩스,"3,555",,0.4,"3,540","3,555","3,525","7,267","25,744,660","44,713,033,830",0,"12,577,506"
752,28100,동아지질,"18,500",,2.2,"18,100","18,500","17,850","123,817","2,255,367,220","212,750,000,000",0.01,"11,500,000"
753,28150,GS홈쇼핑,"178,300",,0.2,"176,500","178,900","176,500","10,500","1,869,542,500","1,170,093,750,000",0.07,"6,562,500"
754,28260,삼성물산,"111,000",,-0.4,"111,000","111,500","109,000","178,911","19,775,686,500","21,055,594,773,000",1.21,"189,690,043"
755,02826K,삼성물산우B,"75,500",,1.8,"74,700","75,500","74,200","2,348","175,988,700","122,871,720,000",0.01,"1,627,440"
756,28300,에이치엘비,"86,000",,-1.7,"87,600","87,700","86,000","230,765","19,989,359,700","3,374,225,652,000",0.19,"39,235,182"
757,28670,팬오션,"4,345",,2,"4,250","4,350","4,230","1,137,105","4,903,605,860","2,322,703,204,415",0.13,"534,569,207"
758,29460,케이씨,"16,150",,0.6,"16,050","16,150","15,850","49,625","792,773,050","218,897,810,600",0.01,"13,554,044"
759,29480,바른테크놀로지,650,,-0.8,658,663,635,"357,550","231,234,830","22,057,935,250",0,"33,935,285"
760,29530,신도리코,"48,650",,0.5,"48,350","48,850","48,100","9,734","472,283,000","490,393,410,850",0.03,"10,080,029"
761,29780,삼성카드,"35,500",,1.7,"34,800","35,500","34,800","43,918","1,553,067,700","4,112,990,630,500",0.24,"115,858,891"
762,29960,코엔텍,"10,800",,0.5,"10,750","11,050","10,500","558,586","6,020,588,700","540,000,000,000",0.03,"50,000,000"
763,30000,제일기획,"25,050",,0.2,"25,050","25,250","24,950","226,603","5,673,963,975","2,881,782,686,250",0.17,"115,041,225"
764,30190,NICE평가정보,"13,750",,0.7,"13,550","13,850","13,400","138,615","1,908,536,050","834,828,775,000",0.05,"60,714,820"
765,30200,KT,"27,700",,1.8,"27,200","27,850","27,200","766,800","21,176,102,000","7,232,797,081,600",0.42,"261,111,808"
766,30210,KTB투자증권,"3,190",,0,"3,170","3,215","3,150","125,987","401,038,320","192,401,953,480",0.01,"60,314,092"
767,30270,에스마크,998,,0,0,0,0,0,0,"7,547,575,598",0,"7,562,701"
768,30350,드래곤플라이,"4,090",,-0.5,"4,080","4,400","3,880","1,491,838","6,129,803,285","65,474,728,190",0,"16,008,491"
769,30520,한글과컴퓨터,"14,200",,-0.4,"14,250","14,350","13,950","187,959","2,655,365,550","327,767,396,200",0.02,"23,082,211"
770,30530,원익홀딩스,"5,020",,1.5,"4,935","5,060","4,900","161,612","805,666,990","387,734,664,620",0.02,"77,237,981"
771,30610,교보증권,"10,100",,1.8,"9,850","10,250","9,810","120,896","1,213,811,960","363,600,000,000",0.02,"36,000,000"
772,30720,동원수산,"8,840",,1.4,"8,800","8,940","8,740","41,540","367,731,920","41,139,636,200",0,"4,653,805"
773,30790,동양네트웍스,"3,145",,1.9,"3,120","3,290","2,950","14,125,317","43,859,573,330","299,848,294,150",0.02,"95,341,270"
774,30960,양지사,"9,110",,-0.6,"9,160","9,220","9,060","14,575","133,056,130","145,577,800,000",0.01,"15,980,000"
775,31310,아이즈비전,"5,130",,-1.2,"5,190","5,340","5,120","300,245","1,565,060,480","80,913,304,620",0,"15,772,574"
776,31330,에스에이엠티,"1,795",,0,"1,790","1,810","1,775","261,186","467,487,515","179,491,145,265",0.01,"99,995,067"
777,31390,녹십자셀,"49,050",,0.2,"49,150","49,450","48,800","74,321","3,651,839,400","586,529,893,800",0.03,"11,957,796"
778,31430,신세계인터내셔날,"327,500",,6.3,"312,000","327,500","310,000","58,650","18,706,103,500","2,338,350,000,000",0.13,"7,140,000"
779,31440,신세계푸드,"92,100",,0.4,"91,700","92,200","90,700","12,546","1,145,811,300","356,655,408,000",0.02,"3,872,480"
780,31510,오스템,"3,735",,1.9,"3,690","3,750","3,665","229,274","851,238,650","97,110,000,000",0.01,"26,000,000"
781,31820,콤텍시스템,"1,700",,-0.3,"1,685","1,705","1,655","1,399,460","2,348,110,900","81,347,492,200",0,"47,851,466"
782,31860,엔에스엔,"3,945",,3.8,"3,800","4,060","3,800","478,398","1,884,839,335","83,131,422,780",0,"21,072,604"
783,31980,피에스케이,"16,400",,0,0,0,0,0,0,"333,438,305,600",0.02,"20,331,604"
784,32080,아즈텍WB,"1,945",,0,"1,960","1,970","1,925","18,925","36,630,430","40,682,950,380",0,"20,916,684"
785,32190,다우데이타,"9,960",,0,"9,960","10,000","9,930","29,134","290,212,470","381,468,000,000",0.02,"38,300,000"
786,32280,삼일,"2,090",,1.5,"2,055","2,100","2,030","82,267","169,860,030","33,886,403,100",0,"16,213,590"
787,32350,롯데관광개발,"13,700",,3,"13,200","13,800","13,200","172,380","2,339,367,050","943,038,979,400",0.05,"68,834,962"
788,32500,케이엠더블유,"31,750",,1.8,"31,450","31,850","30,600","253,238","7,946,549,850","597,217,500,000",0.03,"18,810,000"
789,32540,TJ미디어,"3,395",,1.5,"3,355","3,395","3,275","4,060","13,484,855","47,297,812,555",0,"13,931,609"
790,32560,황금에스티,"9,540",,-0.6,"9,550","9,560","9,450","28,529","270,928,780","133,560,000,000",0.01,"14,000,000"
791,32580,피델릭스,"1,840",,0.3,"1,810","1,850","1,805","51,478","94,305,105","40,110,649,440",0,"21,799,266"
792,32620,유비케어,"5,430",,0.2,"5,420","5,430","5,350","147,599","795,126,390","283,430,464,770",0.02,"52,197,139"
793,32640,LG유플러스,"14,650",,1.4,"14,500","14,750","14,450","2,476,499","36,289,839,800","6,396,356,438,650",0.37,"436,611,361"
794,32680,소프트센,"1,785",,0,"1,800","1,815","1,755","310,763","554,130,010","58,421,905,815",0,"32,729,359"
795,32685,소프트센우,"23,900",,-0.6,"24,700","24,700","23,850","1,414","33,836,800","3,414,282,300",0,"142,857"
796,32750,삼진,"7,130",,1.1,"7,050","7,180","6,910","21,249","151,253,300","42,780,000,000",0,"6,000,000"
797,32790,엠젠플러스,"10,150",,3.6,"9,880","10,400","9,860","622,185","6,341,036,940","166,613,407,100",0.01,"16,415,114"
798,32800,판타지오,"1,035",,3,"1,020","1,065",991,"5,338,773","5,452,911,839","75,248,581,005",0,"72,703,943"
799,32820,우리기술,"1,500",,1.7,"1,490","1,505","1,470","2,712,684","4,034,097,580","128,099,988,000",0.01,"85,399,992"
800,32830,삼성생명,"85,500",,1.4,"84,200","85,500","84,100","135,960","11,560,960,500","17,100,000,000,000",0.98,"200,000,000"
801,32850,비트컴퓨터,"5,270",,0.8,"5,240","5,300","5,210","63,747","335,083,490","87,604,754,110",0.01,"16,623,293"
802,32860,GMR 머티리얼즈,618,,1,612,621,605,"252,949","154,818,365","41,751,363,120",0,"67,558,840"
803,32940,원익,"4,950",,0.8,"4,910","4,995","4,845","66,349","325,769,190","88,775,438,400",0.01,"17,934,432"
804,32960,동일기연,"14,500",,0,"14,450","14,500","14,200","13,260","190,343,000","45,670,403,500",0,"3,149,683"
805,32980,바이온,"1,645",,2.2,"1,595","1,660","1,595","526,461","857,404,135","77,257,247,340",0,"46,964,892"
806,33050,제이엠아이,"1,090",,2.4,"1,065","1,120","1,055","540,697","590,708,965","35,511,482,780",0,"32,579,342"
807,33100,제룡전기,"7,810",,0.6,"7,750","7,870","7,740","96,289","752,023,160","125,447,414,290",0.01,"16,062,409"
808,33110,이디,"1,070",,4.9,"1,070","1,145","1,035","11,805,158","12,764,659,360","95,132,469,500",0.01,"88,908,850"
809,33130,디지틀조선,"1,915",,-1.5,"1,940","1,955","1,895","217,605","417,387,255","71,075,736,305",0,"37,115,267"
810,33160,엠케이전자,"8,740",,0,"8,730","8,750","8,640","49,676","432,383,590","190,599,201,860",0.01,"21,807,689"
811,33170,시그네틱스,"1,225",,0.4,"1,225","1,230","1,200","372,237","453,265,385","105,017,190,775",0.01,"85,728,319"
812,33180,필룩스,"8,710",,0,"8,720","8,810","8,630","1,072,813","9,348,555,960","502,071,592,620",0.03,"57,643,122"
813,33200,모아텍,"4,855",,0.1,"4,800","4,950","4,800","8,537","41,541,725","69,577,903,175",0,"14,331,185"
814,33230,인성정보,"3,290",,0.5,"3,285","3,290","3,220","19,295","62,745,705","63,030,711,590",0,"19,158,271"
815,33240,자화전자,"14,400",,1.4,"14,100","14,450","14,100","99,523","1,426,576,600","257,760,000,000",0.01,"17,900,000"
816,33250,체시스,"1,120",,11.4,"1,285","1,305","1,085","24,736,262","30,682,608,780","26,880,000,000",0,"24,000,000"
817,33270,유나이티드제약,"27,500",,3.2,"26,400","27,700","26,400","127,363","3,486,344,050","445,701,355,000",0.03,"16,207,322"
