,종목코드,종목명,현재가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,시가총액비중,상장주식수
1197,60590,씨티씨바이오,"8,510",,-0.1,"8,560","9,090","8,480","537,550","4,682,519,270","164,332,542,220",0.01,"19,310,522"
1198,60720,KH바텍,"8,640",,-0.4,"8,630","8,680","8,480","107,435","918,745,070","178,087,170,240",0.01,"20,611,941"
1199,60900,퍼시픽바이오,914,,0.3,911,914,901,"185,325","167,900,567","46,714,732,854",0,"51,110,211"
1200,60980,한라홀딩스,"43,900",,0.9,"43,500","44,050","43,400","12,993","569,221,500","459,723,873,000",0.03,"10,472,070"
1201,61040,알에프텍,"7,020",,0.3,"7,000","7,050","6,870","179,596","1,253,188,170","135,398,250,000",0.01,"19,287,500"
1202,61250,화일약품,"7,390",,0.8,"7,290","7,500","7,290","105,971","785,439,590","106,496,979,620",0.01,"14,410,958"
1203,61970,엘비세미콘,"9,120",,-1.6,"9,200","9,900","9,120","10,533,321","99,627,389,070","399,315,479,040",0.02,"43,784,592"
1204,62860,티엘아이,"3,820",,1.9,"3,750","3,850","3,715","9,942","37,643,255","37,713,790,400",0,"9,872,720"
1205,63080,게임빌,"49,300",,1.1,"48,750","49,450","48,750","5,304","260,652,000","325,142,965,600",0.02,"6,595,192"
1206,63160,종근당바이오,"23,450",,2.4,"22,900","23,500","22,850","17,113","394,412,900","122,631,517,050",0.01,"5,229,489"
1207,63170,서울옥션,"9,220",,0.8,"9,240","9,390","9,200","157,239","1,457,813,620","155,979,350,000",0.01,"16,917,500"
1208,63440,SM Life Design,"1,735",,5.2,"1,650","1,760","1,630","633,222","1,078,023,985","76,670,045,580",0,"44,190,228"
1209,63570,한국전자금융,"10,250",,-1,"10,300","10,400","10,050","411,273","4,205,163,250","355,118,712,000",0.02,"34,645,728"
1210,63760,이엘피,"15,400",,-2.8,"15,800","15,900","15,200","121,682","1,867,115,400","75,621,700,000",0,"4,910,500"
1211,64090,에프앤리퍼블릭,"2,055",,1.2,"2,000","2,070","2,000","1,020,359","2,079,476,195","124,219,910,475",0.01,"60,447,645"
1212,64240,홈캐스트,"6,510",,-0.5,"6,460","6,840","6,360","2,829,876","18,589,226,730","210,132,579,300",0.01,"32,278,430"
1213,64260,다날,"3,380",,-1.9,"3,420","3,445","3,375","164,444","557,702,005","183,786,330,520",0.01,"54,374,654"
1214,64290,인텍플러스,"6,130",,-3.5,"6,440","6,450","6,080","142,166","875,190,250","67,696,550,790",0,"11,043,483"
1215,64350,현대로템,"23,850",,0.6,"23,750","24,100","23,750","413,456","9,877,293,450","2,027,250,000,000",0.12,"85,000,000"
1216,64480,브리지텍,"3,755",,-0.3,"3,765","3,800","3,730","102,683","386,787,480","44,881,637,500",0,"11,952,500"
1217,64510,에코마이스터,"7,340",,0.1,"7,310","7,400","7,270","86,272","633,577,200","92,918,579,380",0.01,"12,659,207"
1218,64520,바른전자,418,,0,0,0,0,0,0,"27,763,355,598",0,"66,419,511"
1219,64550,바이오니아,"10,000",,1.7,"9,800","10,100","9,760","140,181","1,395,485,790","206,245,680,000",0.01,"20,624,568"
1220,64760,티씨케이,"65,800",,-1.4,"65,900","66,500","65,100","33,835","2,220,895,100","768,215,000,000",0.04,"11,675,000"
1221,64800,필링크,"1,915",,0.5,"1,900","1,925","1,875","353,343","672,090,695","122,136,388,595",0.01,"63,778,793"
1222,64820,케이프,"2,340",,-1.5,"2,380","2,380","2,315","35,195","82,527,275","59,736,860,820",0,"25,528,573"
1223,64850,에프앤가이드,"3,675",,0.4,"3,685","3,685","3,675",600,"2,205,015","40,481,668,500",0,"11,015,420"
1224,64960,S&T모티브,"42,950",,2.1,"41,600","43,000","41,600","47,799","2,033,976,400","628,063,691,200",0.04,"14,623,136"
1225,65060,지엔코,"1,710",,0,"1,710","1,730","1,700","542,973","929,872,750","167,593,755,240",0.01,"98,008,044"
1226,65130,탑엔지니어링,"9,350",,-1.5,"9,510","9,510","9,300","135,489","1,271,520,020","149,378,002,950",0.01,"15,976,257"
1227,65150,MP그룹,"1,315",,0,0,0,0,0,0,"106,263,055,205",0.01,"80,808,407"
1228,65160,에프티이앤이,87,,0,0,0,0,0,0,"5,915,212,737",0,"67,990,951"
1229,65170,넥스트BT,"1,970",,5.4,"1,880","1,975","1,860","516,578","995,682,870","121,326,512,140",0.01,"61,587,062"
1230,65350,신성델타테크,"4,155",,0.6,"4,190","4,195","4,035","65,086","268,852,665","91,777,912,785",0.01,"22,088,547"
1231,65370,위세아이텍,"6,590",,2.2,"6,590","6,590","6,590",210,"1,383,900","22,406,000,000",0,"3,400,000"
1232,65420,에스아이리소스,639,,0,0,0,0,0,0,"41,281,932,996",0,"64,603,964"
1233,65440,이루온,"1,815",,-1.6,"1,825","1,840","1,770","1,842,273","3,317,984,600","49,504,161,300",0,"27,275,020"
1234,65450,빅텍,"3,555",,1.3,"3,515","3,575","3,465","3,513,531","12,384,350,295","87,097,500,000",0.01,"24,500,000"
1235,65500,오리엔트정공,436,,0,432,438,430,"194,668","84,581,892","51,105,549,032",0,"117,214,562"
1236,65510,휴비츠,"10,550",,1.9,"10,350","10,650","10,250","279,105","2,924,510,350","125,364,289,050",0.01,"11,882,871"
1237,65530,전파기지국,"3,895",,6.3,"4,090","4,270","3,835","19,514,469","79,564,797,425","205,889,700,000",0.01,"52,860,000"
1238,65560,녹원씨엔아이,"9,330",,-0.7,"9,400","9,520","9,130","755,956","6,633,417,010","138,714,241,500",0.01,"14,867,550"
1239,65570,삼영이엔씨,"5,940",,0.7,"5,870","5,980","5,820","12,780","75,049,450","52,272,000,000",0,"8,800,000"
1240,65620,제낙스,"12,400",,-1.2,"12,500","12,650","12,150","86,116","1,064,314,050","278,835,625,600",0.02,"22,486,744"
1241,65650,메디프론,"4,975",,0.8,"4,990","5,080","4,900","183,962","910,733,695","146,459,587,175",0.01,"29,439,113"
1242,65660,안트로젠,"69,300",,0.7,"68,200","70,500","67,400","128,222","8,866,215,700","599,464,196,100",0.03,"8,650,277"
1243,65680,우주일렉트로,"9,090",,0.8,"9,020","9,090","9,010","14,625","132,182,890","90,302,059,800",0.01,"9,934,220"
1244,65690,대진디엠피,"3,610",,0.1,"3,610","3,635","3,570","36,049","129,940,460","50,408,267,490",0,"13,963,509"
1245,65710,서호전기,"20,850",,8.6,"19,200","20,950","19,100","197,113","4,004,325,650","107,377,500,000",0.01,"5,150,000"
1246,65770,CS,"2,625",,1.7,"2,670","2,680","2,560","586,535","1,530,365,190","49,442,268,750",0,"18,835,150"
1247,65940,바이오빌,"1,635",,0,0,0,0,0,0,"71,919,049,110",0,"43,987,186"
1248,65950,웰크론,"4,455",,-0.3,"4,440","4,470","4,385","886,828","3,926,040,930","120,713,914,035",0.01,"27,096,277"
1249,66110,한프,"2,000",,0,"2,055","2,075","1,980","249,419","500,203,540","101,523,730,000",0.01,"50,761,865"
1250,66130,하츠,"10,100",,-1,"10,050","10,300","9,800","887,057","8,896,328,900","129,280,000,000",0.01,"12,800,000"
1251,66310,큐에스아이,"5,020",,0,"5,020","5,070","4,930","27,985","139,452,220","41,556,714,600",0,"8,278,230"
1252,66360,체리부로,"2,775",,2.4,"2,700","2,860","2,670","451,472","1,262,036,325","77,345,823,975",0,"27,872,369"
1253,66410,버킷스튜디오,"2,400",,7.1,"2,265","2,490","2,245","943,980","2,251,947,100","56,273,234,400",0,"23,447,181"
1254,66430,와이오엠,"7,290",,0.1,"7,280","7,440","7,190","111,250","809,471,810","84,298,162,860",0,"11,563,534"
1255,66570,LG전자,"77,200",,-0.5,"77,500","78,400","76,800","862,766","66,810,643,100","12,633,611,240,800",0.73,"163,647,814"
1256,66575,LG전자우,"31,200",,0.3,"31,100","31,350","30,900","15,051","468,359,550","536,202,950,400",0.03,"17,185,992"
1257,66590,우수AMS,"4,495",,-0.6,"4,520","4,530","4,435","300,914","1,342,195,125","111,000,891,985",0.01,"24,694,303"
1258,66620,국보디자인,"16,250",,0,"16,100","16,250","16,000","8,332","134,626,550","121,875,000,000",0.01,"7,500,000"
1259,66670,디스플레이텍,"4,000",,0,"3,955","4,035","3,955","19,660","78,436,160","74,767,672,000",0,"18,691,918"
1260,66700,테라젠이텍스,"10,550",,2.4,"10,250","10,600","10,150","248,823","2,591,023,700","326,365,758,650",0.02,"30,935,143"
1261,66790,씨씨에스,423,,0,0,0,0,0,0,"36,193,713,705",0,"85,564,335"
1262,66830,제노텍,"1,650",,10,"1,690","1,690","1,650",21,"34,990","9,238,411,050",0,"5,599,037"
1263,66900,디에이피,"2,995",,0.8,"2,970","2,995","2,925","25,207","74,533,760","68,119,786,485",0,"22,744,503"
1264,66910,손오공,"2,915",,-0.2,"2,870","2,930","2,850","198,131","573,892,020","63,827,309,315",0,"21,896,161"
1265,66970,엘앤에프,"30,100",,-2,"30,500","30,550","29,550","212,157","6,367,291,450","745,237,742,900",0.04,"24,758,729"
1266,66980,브레인콘텐츠,935,,-1.2,948,948,932,"410,825","384,398,913","148,121,092,735",0.01,"158,418,281"
1267,67000,조이시티,"9,850",,1.1,"9,840","9,870","9,690","9,393","91,914,460","116,066,440,750",0.01,"11,783,395"
1268,67010,이씨에스,"4,465",,-0.1,"4,470","4,470","4,450","1,718","7,671,130","33,487,500,000",0,"7,500,000"
1269,67080,대화제약,"20,450",,1,"20,150","20,550","20,100","59,733","1,217,218,750","372,700,718,300",0.02,"18,224,974"
1270,67160,아프리카TV,"58,800",,-0.5,"58,500","60,500","58,000","128,751","7,634,589,000","675,892,299,600",0.04,"11,494,767"
1271,67170,오텍,"13,200",,0.8,"13,100","13,200","12,850","117,998","1,539,519,400","203,169,186,000",0.01,"15,391,605"
1272,67280,멀티캠퍼스,"53,400",,0,"53,600","53,600","51,400","22,394","1,168,368,300","316,489,998,600",0.02,"5,926,779"
1273,67290,JW신약,"6,600",,0.5,"6,540","6,630","6,510","99,765","657,093,100","275,003,295,600",0.02,"41,667,166"
1274,67310,하나마이크론,"4,380",,-0.1,"4,385","4,420","4,325","77,725","340,940,290","99,544,601,640",0.01,"22,727,078"
1275,67370,선바이오,"30,500",,0.2,"30,950","30,950","29,800","4,257","129,048,650","233,353,670,000",0.01,"7,650,940"
1276,67390,아스트,"13,500",,2.3,"13,050","13,600","13,050","238,928","3,208,617,050","213,897,145,500",0.01,"15,844,233"
1277,67570,엔브이에이치코리아,"2,430",,2.1,"2,365","2,460","2,350","185,027","447,750,645","69,794,999,460",0,"28,722,222"
1278,67630,에이치엘비생명과학,"16,650",,-1.5,"16,650","17,000","16,400","418,884","6,982,217,500","768,328,618,950",0.04,"46,145,863"
1279,67730,로지시스,"3,165",,0.5,"3,135","3,210","3,085","85,006","268,864,465","29,564,018,130",0,"9,340,922"
1280,67770,세진티에스,"3,005",,2.9,"2,895","3,005","2,895","19,067","56,181,210","25,231,761,965",0,"8,396,593"
1281,67830,세이브존I&C,"3,790",,-0.9,"3,830","3,830","3,780","15,485","58,795,525","155,544,992,050",0.01,"41,040,895"
1282,67900,와이엔텍,"8,790",,-1.4,"8,970","9,480","8,710","1,200,034","10,878,631,530","159,975,002,610",0.01,"18,199,659"
1283,67920,이글루시큐리티,"4,865",,0.1,"4,820","4,880","4,800","20,261","98,326,370","53,496,118,935",0,"10,996,119"
1284,67990,도이치모터스,"7,190",,1.8,"7,060","7,370","6,990","544,717","3,943,172,180","188,833,184,520",0.01,"26,263,308"
1285,68050,팬엔터테인먼트,"4,950",,-1.6,"5,000","5,060","4,950","91,140","453,790,045","68,027,835,150",0,"13,742,997"
1286,68240,다원시스,"16,300",,0.6,"16,100","16,300","16,100","138,083","2,234,603,350","425,447,229,100",0.02,"26,101,057"
1287,68270,셀트리온,"205,500",,0.5,"205,500","210,000","203,000","707,667","146,992,986,000","25,782,325,509,000",1.48,"125,461,438"
1288,68290,삼성출판사,"17,350",,-5.2,"18,200","18,300","16,850","431,058","7,545,069,000","173,500,000,000",0.01,"10,000,000"
1289,68330,일신바이오,"2,175",,3.3,"2,095","2,175","2,090","686,745","1,473,277,440","96,170,104,500",0.01,"44,216,140"
1290,68400,AJ렌터카,"11,750",,-0.8,"11,800","11,850","11,700","101,900","1,195,879,750","260,219,025,000",0.01,"22,146,300"
1291,68760,셀트리온제약,"57,800",,-1.2,"58,500","58,600","57,700","126,899","7,369,027,200","1,969,009,251,200",0.11,"34,065,904"
1292,68790,DMS,"5,830",,4.7,"5,540","5,880","5,500","942,267","5,443,023,470","134,279,399,210",0.01,"23,032,487"
1293,68930,디지털대성,"10,750",,2.4,"10,500","11,250","10,450","266,195","2,898,906,950","242,302,022,250",0.01,"22,539,723"
1294,68940,아이씨케이,"2,345",,4,"2,245","2,345","2,220","396,037","914,320,525","73,116,448,090",0,"31,179,722"
1295,69080,웹젠,"20,650",,0.2,"20,600","20,750","20,400","97,407","2,003,585,250","729,169,754,600",0.04,"35,310,884"
1296,69110,코스온,"9,470",,-0.9,"9,560","9,580","9,440","45,888","434,900,740","177,062,114,670",0.01,"18,697,161"
1297,69140,누리플랜,"7,550",,-1.8,"7,580","7,670","7,440","128,124","962,007,160","40,695,511,700",0,"5,390,134"
1298,69260,휴켐스,"22,950",,1.8,"22,650","23,100","22,600","121,637","2,784,725,450","938,163,594,600",0.05,"40,878,588"
1299,69330,유아이디,"1,530",,2.3,"1,500","1,545","1,435","48,071","72,184,085","18,188,321,760",0,"11,887,792"
1300,69410,엔텔스,"13,550",,-3.9,"14,100","14,300","13,400","40,062","546,763,800","93,484,525,850",0.01,"6,899,227"
1301,69460,대호에이엘,"5,420",,0,0,0,0,0,0,"147,070,827,380",0.01,"27,134,839"
1302,69510,에스텍,"12,950",,0.8,"12,750","12,950","12,750","14,605","187,837,250","141,284,500,000",0.01,"10,910,000"
1303,69540,라이트론,"5,420",,0,0,0,0,0,0,"76,790,652,140",0,"14,168,017"
1304,69620,대웅제약,"193,500",,3.5,"188,000","197,000","188,000","64,640","12,554,927,000","2,242,002,262,500",0.13,"11,586,575"
1305,69640,한세엠케이,"7,270",,0.8,"7,200","7,320","7,150","17,156","124,857,770","93,850,770,940",0.01,"12,909,322"
1306,69730,DSR제강,"5,580",,3.5,"5,390","5,640","5,300","670,361","3,716,819,750","80,352,000,000",0,"14,400,000"
1307,69920,아이에스이커머스,"4,230",,0,"4,230","4,230","4,185","5,733","24,123,860","107,924,613,390",0.01,"25,514,093"
1308,69960,현대백화점,"99,900",,0.3,"100,000","101,500","99,100","33,009","3,296,357,600","2,337,903,855,900",0.13,"23,402,441"
1309,70300,한솔시큐어,"4,885",,1.6,"4,815","4,885","4,775","2,695","13,013,315","35,983,271,490",0,"7,366,074"
1310,70590,한솔인티큐브,"2,500",,1.2,"2,470","2,550","2,395","22,102","54,341,695","34,698,802,500",0,"13,879,521"
1311,70960,용평리조트,"7,880",,0.2,"7,860","8,000","7,840","767,100","6,071,105,560","379,290,664,040",0.02,"48,133,333"
1312,71050,한국금융지주,"71,200",,1.6,"69,800","71,800","68,800","251,153","17,800,451,300","3,967,690,630,400",0.23,"55,725,992"
1313,71055,한국금융지주우,"41,000",,1,"40,450","41,350","39,600","11,201","457,441,300","240,188,291,000",0.01,"5,858,251"
1314,71090,하이스틸,"23,450",,0.6,"23,300","23,450","23,050","4,219","98,133,150","46,898,686,800",0,"1,999,944"
1315,71200,인피니트헬스케어,"6,850",,0.7,"6,790","6,850","6,730","83,224","565,878,280","167,115,737,300",0.01,"24,396,458"
1316,71280,로체시스템즈,"4,370",,6.6,"4,100","4,395","4,080","164,151","701,341,855","66,846,155,110",0,"15,296,603"
1317,71320,지역난방공사,"58,200",,0.9,"58,100","58,600","57,800","6,205","360,999,800","673,882,900,800",0.04,"11,578,744"
1318,71460,대유위니아,"3,700",,-2.1,"3,770","3,825","3,685","628,767","2,338,348,750","133,078,991,500",0.01,"35,967,295"
1319,71670,에이테크솔루션,"9,130",,1.6,"8,900","9,140","8,900","60,819","549,527,900","91,300,000,000",0.01,"10,000,000"
1320,71840,롯데하이마트,"50,700",,0.6,"50,400","50,700","49,900","56,087","2,816,483,100","1,196,910,998,400",0.07,"23,607,712"
1321,71850,캐스텍코리아,"3,750",,0,"3,770","3,785","3,725","49,262","185,015,145","62,134,455,000",0,"16,569,188"
1322,71950,코아스,"1,615",,-2.4,"1,630","1,700","1,590","1,402,671","2,291,622,090","49,915,144,150",0,"30,907,210"
1323,71970,STX중공업,"5,840",,-0.3,"5,860","5,930","5,820","41,453","243,042,260","163,997,309,040",0.01,"28,081,731"
1324,72020,중앙백신,"21,200",,1,"22,000","22,700","21,000","748,635","16,310,661,800","211,152,000,000",0.01,"9,960,000"
1325,72130,유엔젤,"4,495",,-1.1,"4,545","4,800","4,475","988,015","4,602,764,610","59,313,565,730",0,"13,195,454"
1326,72470,우리산업홀딩스,"5,320",,0.8,"5,250","5,390","5,220","7,233","38,674,200","100,480,654,120",0.01,"18,887,341"
1327,72520,제넨바이오,"2,465",,0.8,"2,410","2,480","2,410","503,789","1,236,595,145","160,283,612,770",0.01,"65,023,778"
1328,72710,농심홀딩스,"84,300",,0.1,"84,200","84,500","83,700","1,170","98,470,900","390,965,697,000",0.02,"4,637,790"
1329,72770,네오디안테크놀로지,"1,610",,-2.7,"1,650","1,655","1,605","123,444","200,463,940","57,891,603,980",0,"35,957,518"
1330,72870,메가스터디,"13,550",,2.3,"13,200","14,150","13,050","99,671","1,349,951,900","161,528,994,450",0.01,"11,920,959"
1331,72950,빛샘전자,"6,820",,-0.2,"6,820","6,920","6,630","659,870","4,449,589,400","40,920,000,000",0,"6,000,000"
1332,72990,에이치시티,"9,400",,0.4,"9,360","9,990","9,180","120,319","1,139,736,280","43,051,379,600",0,"4,579,934"
1333,73010,케이에스피,"1,430",,0,0,0,0,0,0,"51,754,927,510",0,"36,192,257"
1334,73070,에스모,"6,150",,-1.3,"6,140","6,230","6,110","600,133","3,692,753,730","539,150,629,350",0.03,"87,666,769"
1335,73110,엘엠에스,"6,950",,-3.2,"7,270","7,270","6,950","43,944","307,536,590","61,825,497,250",0,"8,895,755"
1336,73190,듀오백,"2,435",,0.2,"2,430","2,450","2,410","29,023","70,560,705","29,142,177,400",0,"11,968,040"
1337,73240,금호타이어,"4,605",,1.1,"4,530","4,630","4,530","264,507","1,217,273,250","1,322,833,621,635",0.08,"287,260,287"
1338,73490,이노와이어리스,"24,900",,-1,"25,300","25,500","24,500","237,059","5,893,380,600","149,462,250,000",0.01,"6,002,500"
1339,73540,에프알텍,"3,420",,-2.4,"3,490","3,490","3,350","627,468","2,139,082,020","38,988,000,000",0,"11,400,000"
1340,73560,우리손에프앤지,"2,920",,0.7,"2,895","2,950","2,815","3,383,435","9,708,274,270","202,173,917,560",0.01,"69,237,643"
1341,73570,WI,"5,830",,0,0,0,0,0,0,"80,879,438,420",0,"13,872,974"
1342,73640,삼원테크,"2,280",,0,"2,280","2,285","2,235","106,108","239,049,005","122,194,933,320",0.01,"53,594,269"
1343,74430,아미노로직스,"2,175",,-0.7,"2,185","2,375","2,145","2,796,196","6,320,323,285","191,023,385,700",0.01,"87,826,844"
1344,74600,원익QnC,"15,500",,-3.1,"15,800","15,950","15,350","446,146","6,929,493,700","407,464,000,000",0.02,"26,288,000"
1345,74610,나노메딕스,"5,070",,-0.2,"5,010","5,130","4,965","249,188","1,260,290,345","145,066,196,340",0.01,"28,612,662"
1346,75130,플랜티넷,"5,560",,0.7,"5,500","5,560","5,470","35,459","195,851,210","49,817,600,000",0,"8,960,000"
1347,75180,새론오토모티브,"5,630",,-0.5,"5,650","5,700","5,560","4,914","27,651,250","108,096,000,000",0.01,"19,200,000"
1348,75580,세진중공업,"5,090",,0.2,"5,100","5,300","5,010","278,793","1,426,737,910","195,317,144,800",0.01,"38,372,720"
1349,75970,동국알앤에스,"2,690",,0.4,"2,680","2,695","2,655","42,498","113,639,525","49,496,000,000",0,"18,400,000"
1350,76080,웰크론한텍,"2,660",,0.8,"2,640","2,675","2,625","80,965","214,499,165","51,504,444,180",0,"19,362,573"
1351,76340,관악산업,"4,990",,-3.5,"5,150","5,150","4,550",13,"61,715","24,308,585,400",0,"4,871,460"
1352,76610,해성옵틱스,"2,095",,-0.5,"2,105","2,125","2,075","100,425","210,923,325","34,934,125,000",0,"16,675,000"
1353,77280,한컴지엠디,"2,445",,-1.2,"2,440","2,470","2,440","30,997","75,796,205","28,768,698,855",0,"11,766,339"
1354,77360,덕산하이메탈,"4,955",,-0.2,"4,975","4,990","4,935","25,759","127,567,035","112,570,172,455",0.01,"22,718,501"
1355,77500,유니퀘스트,"6,320",,0.5,"6,300","6,370","6,150","87,194","545,843,150","171,844,920,640",0.01,"27,190,652"
1356,77970,STX엔진,"7,350",,-0.3,"7,370","7,410","7,290","11,901","87,370,140","169,115,444,400",0.01,"23,008,904"
1357,78000,텔코웨어,"15,400",,2.7,"15,200","15,400","14,850","81,462","1,234,525,050","149,421,672,400",0.01,"9,702,706"
1358,78020,이베스트투자증권,"8,150",,-0.2,"8,150","8,170","8,100","10,444","84,714,660","329,921,698,500",0.02,"40,481,190"
1359,78070,유비쿼스홀딩스,"21,000",,5,"19,500","21,250","19,400","365,226","7,492,640,100","392,629,188,000",0.02,"18,696,628"
1360,78130,국일제지,"1,040",,0,"1,040","1,055","1,035","2,051,947","2,141,948,575","121,046,646,240",0.01,"116,391,006"
1361,78140,대봉엘에스,"9,760",,4.3,"9,410","9,760","9,300","485,013","4,618,479,210","108,205,011,040",0.01,"11,086,579"
1362,78150,HB테크놀러지,"3,675",,2.6,"3,600","3,750","3,560","2,497,040","9,195,623,415","290,289,815,550",0.02,"78,990,426"
1363,78160,메디포스트,"38,550",,1,"38,100","38,600","37,800","60,459","2,313,873,000","303,327,629,550",0.02,"7,868,421"
1364,78340,컴투스,"103,900",,0.4,"103,500","105,000","103,200","87,868","9,118,259,700","1,336,821,038,000",0.08,"12,866,420"
1365,78350,한양디지텍,"3,370",,-0.3,"3,380","3,380","3,335","12,641","42,420,545","33,700,000,000",0,"10,000,000"
1366,78520,에이블씨엔씨,"13,050",,-2.2,"13,300","13,350","13,000","226,454","2,968,905,700","352,786,639,950",0.02,"27,033,459"
1367,78590,두올산업,"3,520",,0,0,0,0,0,0,"74,326,472,000",0,"21,115,475"
1368,78600,대주전자재료,"18,150",,-1.6,"18,450","18,450","18,050","74,589","1,355,690,150","264,104,733,750",0.02,"14,551,225"
1369,78650,코렌,"2,040",,-5.6,"2,165","2,175","2,035","1,310,554","2,723,444,550","61,345,800,840",0,"30,071,471"
1370,78860,아이오케이,"1,810",,-0.8,"1,825","1,845","1,810","44,684","81,455,835","71,943,277,270",0,"39,747,667"
1371,78890,가온미디어,"10,500",,-2.3,"10,700","11,000","10,450","322,681","3,460,972,000","152,405,410,500",0.01,"14,514,801"
1372,78930,GS,"53,800",,1.3,"53,300","53,900","53,100","130,044","6,968,994,500","4,998,847,336,400",0.29,"92,915,378"
1373,78935,GS우,"37,800",,-0.1,"37,800","37,850","37,600","1,183","44,703,250","67,466,422,800",0,"1,784,826"
1374,78940,코드네이처,"1,490",,0,0,0,0,0,0,"75,552,093,470",0,"50,706,103"
1375,79000,와토스코리아,"5,970",,-1,"6,030","6,060","5,930","3,712","22,243,340","42,984,000,000",0,"7,200,000"
1376,79160,CJ CGV,"44,500",,0.6,"44,300","44,500","44,000","73,021","3,228,615,950","941,678,428,500",0.05,"21,161,313"
1377,79170,한창산업,"6,100",,-1.3,"6,200","6,240","6,100","2,622","16,032,950","31,720,000,000",0,"5,200,000"
1378,79190,EMW,"2,780",,0,0,0,0,0,0,"88,360,067,660",0.01,"31,784,197"
1379,79370,제우스,"15,900",,-1.6,"16,150","16,250","15,900","28,284","454,102,650","165,105,600,000",0.01,"10,384,000"
1380,79430,현대리바트,"21,250",,1.4,"20,900","21,300","20,900","32,135","679,830,550","436,374,742,500",0.03,"20,535,282"
1381,79440,오렌지라이프,"34,800",,0,"34,600","34,950","34,600","70,547","2,454,319,300","2,853,600,000,000",0.16,"82,000,000"
1382,79550,LIG넥스원,"36,850",,-1.7,"37,850","37,900","36,850","101,022","3,743,944,800","810,700,000,000",0.05,"22,000,000"
1383,79650,서산,"3,370",,0.8,"3,330","3,375","3,310","29,984","100,134,025","67,400,000,000",0,"20,000,000"
1384,79660,사조해표,"9,520",,-0.2,"9,540","9,600","9,510","17,216","164,396,990","68,163,200,000",0,"7,160,000"
1385,79810,디이엔티,"2,400",,2.8,"2,335","2,430","2,330","41,310","98,389,550","21,550,872,000",0,"8,979,530"
1386,79940,가비아,"9,200",,0.7,"9,100","9,440","9,000","310,998","2,874,136,270","124,528,292,800",0.01,"13,535,684"
1387,79950,인베니아,"3,415",,0.9,"3,400","3,425","3,330","12,303","41,608,025","79,228,000,000",0,"23,200,000"
1388,79960,동양이엔피,"10,050",,0,"10,050","10,050","9,990","7,045","70,437,740","78,993,000,000",0,"7,860,000"
1389,79970,투비소프트,"3,615",,-3.3,"3,720","3,800","3,615","432,861","1,594,035,390","90,276,950,355",0.01,"24,972,877"
1390,79980,휴비스,"8,080",,-0.1,"8,080","8,090","7,940","69,896","560,154,100","278,760,000,000",0.02,"34,500,000"
1391,80000,에스엔유,"3,200",,-0.3,"3,210","3,235","3,180","98,879","316,911,915","109,833,184,000",0.01,"34,322,870"
1392,80010,이상네트웍스,"9,740",,-3.6,"9,860","9,940","9,630","23,138","225,205,420","87,806,100,000",0.01,"9,015,000"
1393,80160,모두투어,"23,100",,0.4,"23,050","23,150","22,850","159,557","3,660,140,200","436,590,000,000",0.03,"18,900,000"
1394,80220,제주반도체,"3,915",,0.4,"3,800","3,915","3,800","140,150","542,021,445","111,814,506,270",0.01,"28,560,538"
1395,80420,모다이노칩,"4,690",,-0.2,"4,700","4,740","4,650","59,322","277,189,205","186,947,203,590",0.01,"39,860,811"
1396,80440,에스제이케이,"1,775",,5.6,"1,670","1,775","1,660","172,767","298,359,440","16,682,708,475",0,"9,398,709"
1397,80470,성창오토텍,"10,750",,0.5,"10,700","10,800","10,550","57,620","614,677,400","78,475,000,000",0,"7,300,000"
1398,80520,오디텍,"5,610",,4.3,"5,380","6,200","5,290","1,482,877","8,617,004,080","65,898,476,490",0,"11,746,609"
1399,80530,코디,"3,590",,0,0,0,0,0,0,"42,585,046,700",0,"11,862,130"
1400,80580,오킨스전자,"3,710",,1.1,"3,700","3,710","3,630","6,115","22,491,835","23,002,000,000",0,"6,200,000"
1401,80720,한국유니온제약,"15,600",,0.6,"15,500","15,700","15,150","30,416","471,019,750","92,098,156,800",0.01,"5,903,728"
1402,81000,일진다이아,"31,700",,-0.2,"31,800","32,000","31,400","61,849","1,957,992,800","357,511,807,500",0.02,"11,277,975"
1403,81150,티플랙스,"2,815",,-0.4,"2,825","2,875","2,810","554,850","1,577,368,250","68,315,551,630",0,"24,268,402"
1404,81580,성우전자,"3,630",,2,"3,560","3,640","3,525","32,093","115,544,805","56,294,559,090",0,"15,508,143"
1405,81660,휠라코리아,"77,100",,2.8,"74,700","77,100","74,200","430,973","32,652,183,700","4,711,971,897,000",0.27,"61,115,070"
1406,82210,옵트론텍,"6,760",,-0.4,"6,760","6,930","6,700","361,440","2,460,771,280","152,509,838,520",0.01,"22,560,627"
1407,82270,젬백스,"14,900",,-0.7,"15,000","15,000","14,450","183,321","2,700,832,150","528,726,559,600",0.03,"35,485,004"
1408,82640,동양생명,"4,500",,-0.1,"4,505","4,510","4,440","177,653","794,545,585","726,113,632,500",0.04,"161,358,585"
1409,82660,삼우엠스,720,,1.6,710,728,707,"1,253,305","898,112,644","30,309,914,880",0,"42,097,104"
1410,82740,HSD엔진,"4,670",,-0.6,"4,695","4,720","4,630","97,237","452,747,165","153,863,153,140",0.01,"32,947,142"
